paper_id	title	artifact_url	artifact_url_valid	url_location	url_format
ICSE-2022-48	DeepAnalyze: Learning to Localize Crashes at Scale.				
ICSE-2022-49	DeepDiagnosis: Automatically Diagnosing Faults and Recommending Actionable Fixes in Deep Learning Programs.	https://github.com/DeepDiagnosis/ICSE2022	True	i	r
ICSE-2022-50	DeepFD: Automated Fault Diagnosis and Localization for Deep Learning Programs.	https://github.com/ArabelaTso/DeepFD	True	i	r
ICSE-2022-51	DeepStability: A Study of Unstable Numerical Methods and Their Solutions in Deep Learning.	https://deepstability.github.io/	True	i	f
ICSE-2022-52	DeepState: Selecting Test Suites to Enhance the Robustness of Recurrent Neural Networks.	https://github.com/SATE-Lab/DeepState	True	i	f
ICSE-2022-53	DeepSTL - From English Requirements to Signal Temporal Logic.	https://github.com/JieHE-2020/DeepSTL	True	i	f
ICSE-2022-54	DeepTraLog: Trace-Log Combined Microservice Anomaly Detection through Graph-based Deep Learning.	https://fudanselab.github.io/DeepTraLog/;https://github.com/FudanSELab/DeepTraLog	True	o	s
ICSE-2022-55	Default: Mutual Information-based Crash Triage for Massive Crashes.	https://github.com/zxhree/default	True	i	f
ICSE-2022-56	Demystifying Android Non-SDK APls: Measurement and Understanding.				
ICSE-2022-57	Demystifying the Dependency Challenge in Kernel Fuzzing.	https://www.doi.org/10.5281/zenodo.5348989;https://www.doi.org/10.5281/zenodo.5441138	False	o	s
ICSE-2022-58	Demystifying the Vulnerability Propagation and Its Evolution via Dependency Trees in the NPM Ecosystem.	https://sites.google.com/view/npm-vulnerability-study/	True	i	f
ICSE-2022-59	DescribeCtx: Context-Aware Description Synthesis for Sensitive Behaviors in Mobile Apps.	https://github.com/DescribeCTX/DescribeCTX	True	i	r
ICSE-2022-60	Detecting False Alarms from Automatic Static Analysis Tools: How Far are We?	https://github.com/soarsmu/SA_retrospective	True	c	t
ICSE-2022-61	"Did You Miss My Comment or What?" Understanding Toxicity in Open Source Discussions.				
ICSE-2022-62	Difuzer: Uncovering Suspicious Hidden Sensitive Operations in Android Apps.	https://github.com/Trustworthy-Software/Difuzer	True	i	t
ICSE-2022-63	Discovering Repetitive Code Changes in Python ML Systems.	https://mlcodepatterns.github.io/	True	i	r
ICSE-2022-64	Domain-Specific Analysis of Mobile App Reviews Using Keyword-Assisted Topic Models.				
ICSE-2022-65	DrAsync: Identifying and Visualizing Anti-Patterns in Asynchronous JavaScript.	https://doi.org/10.5281/zenodo.5428997;https://doi.org/10.5281/zenodo.5915257	False	o	s
ICSE-2022-66	Dynamic Update for Synthesized GR(1) Controllers.	http://smlab.cs.tau.ac.il/syntech/dupdate/	True	i	r
ICSE-2022-67	EAGLE: Creating Equivalent Graphs to Test Deep Learning Libraries.	https://github.com/lin-tan/eagle	True	i	f
ICSE-2022-68	Efficient Online Testing for DNN-Enabled Systems using Surrogate-Assisted and Many-Objective Optimization.	https://doi.org/10.6084/m9.figshare.16468530	True	o	s
ICSE-2022-69	Eflect: Porting Energy-Aware Applications to Shared Environments.	https://github.com/pl-eflect	True	i	t
ICSE-2022-70	EREBA: Black-box Energy Testing of Adaptive Neural Networks.				
ICSE-2022-71	Evaluating and Improving Neural Program-Smoothing-based Fuzzing.				
ICSE-2022-72	ExAIS: Executable AI Semantics.	https://github.com/rschumi0/ExAIS	True	o	r
ICSE-2022-73	Explanation-Guided Fairness Testing through Genetic Algorithm.	https://github.com/waving7799/ExpGA	True	i	f
ICSE-2022-74	Exploiting Input Sanitization for Regex Denial of Service.	https://doi.org/10.5281/zenodo.5916441	True	o	s
ICSE-2022-75	FADATest: Fast and Adaptive Performance Regression Testing of Dynamic Binary Translation Systems.	https://github.com/fadatestdbt/fadatest.git	True	o	t
ICSE-2022-76	Fairness-aware Configuration of Machine Learning Libraries.	https://github.com/Tizpaz/Parfait-ML	True	i	t
ICSE-2022-77	Fairneuron: Improving Deep Neural Network Fairness with Adversary Games on Selective Neurons.	https://github.com/Antimony5292/FairNeuron	True	i	r
ICSE-2022-78	Fast and Precise Application Code Analysis using a Partial Library.	https://doi.org/10.5281/zenodo.5551128	True	o	r
ICSE-2022-79	Fast Changeset-based Bug Localization with BERT.	https://anonymous.4open.science/r/fbl-bert-D567/README.md	False	o	r
ICSE-2022-80	Fault Localization via Efficient Probabilistic Modeling of Program Semantics.	https://github.com/toledosakasa/SMARTFL	True	c	t
ICSE-2022-81	FIRA: Fine-Grained Graph-Based Code Change Representation for Automated Commit Message Generation.	https://github.com/DJjjjhao/FIRA-ICSE	True	i	t
ICSE-2022-82	FlakiMe: Laboratory-Controlled Test Flakiness Impact Assessment.	https://github.com/serval-uni-lu/flakime	True	o	f
ICSE-2022-83	Free Lunch for Testing: Fuzzing Deep-Learning Libraries from Open Source.	https://github.com/ise-uiuc/FreeFuzz	True	o	r
ICSE-2022-84	Fuzzing Class Specifications.	https://sites.google.com/view/specfuzzer	True	i	r
ICSE-2022-85	Garbage Collection Makes Rust Easier to Use: A Randomized Controlled Trial of the Bronze Garbage Collector.	https://crates.io/crates/bronze_gc	True	o	f
ICSE-2022-86	Generating and Visualizing Trace Link Explanations.	https://trace-exp-study.github.io/pages	True	o	t
ICSE-2022-87	GIFdroid: Automated Replay of Visual Bug Reports for Android Apps.	https://github.com/sidongfeng/gifdroid	True	o	f
ICSE-2022-88	GitHub Sponsors: Exploring a New Way to Contribute to Open Source.	https://github.com/NAIST-SE/GHSponsors	True	o	s
ICSE-2022-89	GraphFuzz: Library API Fuzzing with Lifetime-aware Dataflow Graphs.	https://github.com/ForAllSecure/GraphFuzz	True	o	t
ICSE-2022-90	Green AI: Do Deep Learning Frameworks Have Different Costs?	https://github.com/stefanos1316/ICSE_2022_artifact	True	o	r
ICSE-2022-91	Guidelines for Assessing the Accuracy of Log Message Template Identification Techniques.	https://doi.org/10.6084/m9.figshare.18858332	True	o	r
ICSE-2022-92	Hashing It Out: A Survey of Programmers' Cannabis Usage, Perception, and Motivation.	https://github.com/CelloCorgi/HashingItOut_ICSE2022	True	o	f
ICSE-2022-93	Hiding Critical Program Components via Ambiguous Translation.				
ICSE-2022-94	History-Driven Test Program Synthesis for JVM Testing.	https://github.com/JavaTailor/CFSynthesis	True	o	r
ICSE-2022-95	If a Human Can See It, So Should Your System: Reliability Requirements for Machine Vision Components.	https://carolineeeeeee.github.io/automating_requirements	True	o	f
ICSE-2022-96	Imperative versus Declarative Collection Processing: An RCT on the Understandability of Traditional Loops versus the Stream API in Java.	https://github.com/nilsmehlhorn/loop-stream-rct/releases	True	o	f
ICSE-2022-97	Improving Fault Localization and Program Repair with Deep Semantic Features and Transferred Knowledge.	https://github.com/mxx1219/TRANSFER	True	c	t
ICSE-2022-98	Improving Machine Translation Systems via Isotopic Replacement.	https://github.com/zysszy/CAT	True	i	t
ICSE-2022-99	Inference and Test Generation Using Program Invariants in Chemical Reaction Networks.	https://doi.org/10.5281/zenodo.5915597	True	o	f
ICSE-2022-100	Inferring and Applying Type Changes.	https://typechange.github.io/index.html	False	i	r
ICSE-2022-101	Jigsaw: Large Language Models meet Program Synthesis.				
ICSE-2022-102	JuCify: A Step Towards Android Code Unification for Enhanced Static Analysis.	https://github.com/JordanSamhi/JuCify	True	i	t
ICSE-2022-103	Knowledge-Based Environment Dependency Inference for Python Programs.	https://github.com/PyEGo/PyEGo	True	o	s
ICSE-2022-104	Large-scale Security Measurements on the Android Firmware Ecosystem.	https://github.com/chicharitomu14/AndScanner	True	i	t
ICSE-2022-105	Learning and Programming Challenges of Rust: A Mixed-Methods Study.	https://bit.ly/3uNAe88;https://github.com/system-pclub/rust-programming-challenges	True	i	t
ICSE-2022-106	Learning Probabilistic Models for Static Analysis Alarms.				
ICSE-2022-107	Learning to Recommend Method Names with Global Context.				
ICSE-2022-108	Learning to Reduce False Positives in Analytic Bug Detectors.				
ICSE-2022-109	Less is More: Supporting Developers in Vulnerability Detection during Code Review.	https://doi.org/10.5281/zenodo.6026291	True	a	t
ICSE-2022-110	Lessons from Eight Years of Operational Data from a Continuous Integration Service: An Exploratory Case Study of CircleCI.	https://doi.org/10.6084/m9.figshare.16569630	True	c	f
ICSE-2022-111	Linear-time Temporal Logic guided Greybox Fuzzing.	https://github.com/ltlfuzzer/LTL-Fuzzer	True	i	t
ICSE-2022-112	Log-based Anomaly Detection with Deep Learning: How Far Are We?	https://github.com/LogIntelligence/LogADEmpirical	True	c	t
ICSE-2022-113	Manas: Mining Software Repositories to Assist AutoML.	https://github.com/giangnm58/Manas	True	i	r
ICSE-2022-114	Modeling Review History for Reviewer Recommendation: A Hypergraph Approach.	https://doi.org/10.6084/m9.figshare.19199981.v1	True	o	f
ICSE-2022-115	ModX: Binary Level Partially Imported Third-Party Library Detection via Program Modularization and Semantic Matching.				
ICSE-2022-116	Morest: Model-based RESTful API Testing with Execution Feedback.	https://sites.google.com/view/restful-morest/home	True	i	t
ICSE-2022-117	Muffin: Testing Deep Learning Libraries via Neural Architecture Fuzzing.	https://github.com/library-testing/Muffin	True	o	f
ICSE-2022-118	Multi-Intention-Aware Configuration Selection for Performance Tuning.	https://github.com/TimHe95/SafeTune	True	i	t
ICSE-2022-119	Multilingual training for Software Engineering.				
ICSE-2022-120	MVD: Memory-Related Vulnerability Detection Based on Flow-Sensitive Graph Neural Networks.	https://github.com/MVDetection/MVD	True	o	f
ICSE-2022-121	Nalin: learning from Runtime Behavior to Find Name-Value Inconsistencies in Jupyter Notebooks.	https://github.com/sola-st/Nalin	True	c	t
ICSE-2022-122	Natural Attack for Pre-trained Models of Code.	https://github.com/soarsmu/attack-pretrain-models-of-code	True	c	t
ICSE-2022-123	Nessie: Automatically Testing JavaScript APIs with Asynchronous Callbacks.	https://zenodo.org/record/5874851	True	o	s
ICSE-2022-124	Neural Program Repair with Execution-based Backpropagation.	https://github.com/SophieHYe/RewardRepair	True	i	r
ICSE-2022-125	NeuronFair: Interpretable White-Box Fairness Testing through Biased Neuron Identification.	https://github.com/haibinzheng/NeuronFair	True	a	t
ICSE-2022-126	NPEX: Repairing Java Null Pointer Exceptions without Tests.	https://github.com/kupl/npex	True	i	f
ICSE-2022-127	Nufix: Escape From NuGet Dependency Maze.	http://www.nufix-dependency-maze.com/	True	i	t
ICSE-2022-128	OJXPERF: Featherlight Object Replica Detection for Java Programs.	https://github.com/Xuhpclab/jxperf	True	c	t
ICSE-2022-129	On Debugging the Performance of Configurable Software Systems: Developer Needs and Tailored Tool Support.	https://bit.ly/35HUvl9	True	o	r
ICSE-2022-130	On the Benefits and Limits of Incremental Build of Software Configurations: An Exploratory Study.	https://doi.org/10.5281/zenodo.5915116	True	o	f
ICSE-2022-131	On the Evaluation of Neural Code Summarization.	https://github.com/DeepSoftwareAnalytics/CodeSumEvaluation	True	o	f
ICSE-2022-132	On the Importance of Building High-quality Training Datasets for Neural Code Search.	https://github.com/v587su/NLQF	True	i	t
ICSE-2022-133	On the Reliability of Coverage-Based Fuzzer Benchmarking.	https://github.com/icse22data	True	o	t
ICSE-2022-134	One Fuzzing Strategy to Rule Them All.				
ICSE-2022-135	Online Summarizing Alerts through Semantic and Behavior Information.	https://doi.org/10.5281/zenodo.5336985	True	o	t
ICSE-2022-136	Path Transitions Tell More: Optimizing Fuzzing Schedules via Runtime Program States.	https://github.com/truzz-fuzz/truzz-fuzz	True	o	s
ICSE-2022-137	PerfSig: Extracting Performance Bug Signatures via Multi-modality Causal Analysis.	https://github.com/jhe16/PerfSig	True	o	s
ICSE-2022-138	Practical Automated Detection of Malicious npm Packages.	https://github.com/githubnext/amalfi-artifact	True	i	t
ICSE-2022-139	Practitioners' Expectations on Automated Code Comment Generation.	https://github.com/xing-hu/Practitioners-Expectations-on-Automated-Code-Comment-Generation	True	o	r
ICSE-2022-140	PREACH: A Heuristic for Probabilistic Reachability to Identify Hard to Reach Statements.	https://zenodo.org/record/5915206	True	o	r
ICSE-2022-141	Precise Divide-By-Zero Detection with Affirmative Evidence.	https://github.com/yiyuaner/ICSE-2022-Wit-data	True	o	t
ICSE-2022-142	Preempting Flaky Tests via Non-Idempotent-Outcome Tests.	https://sites.google.com/view/nio-tests	True	i	r
ICSE-2022-143	Prioritizing Mutants to Guide Mutation Testing.	https://doi.org/10.6084/m9.figshare.19074428	True	o	s
ICSE-2022-144	PROMAL: Precise Window Transition Graphs for Android via Synergy of Program Analysis and Machine Learning.	https://github.com/promal-android/Promal	True	i	r
ICSE-2022-145	PROPR: Property-Based Automatic Program Repair.	https://github.com/Tritlo/PropR	True	o	s
ICSE-2022-146	PUS: A Fast and Highly Efficient Solver for Inclusion-based Pointer Analysis.	https://coderrect.com/openscan/	True	i	t
ICSE-2022-147	Push-Button Synthesis of Watch Companions for Android Apps.	https://sites.google.com/view/jigsaw-wapp	True	i	t
ICSE-2022-148	Quantifying Permissiveness of Access Control Policies.	https://github.com/vlab-cs-ucsb/quacky	True	o	f
ICSE-2022-149	R2Z2: Detecting Rendering Regressions in Web Browsers through Differential Fuzz Testing.	https://doi.org/10.6084/m9.figshare.16569561.v1	True	o	s
ICSE-2022-150	Recommending Good First Issues in GitHub OSS Projects.	https://zenodo.org/record/5881117#.YeliUEBBwlI	True	i	t
ICSE-2022-151	REFTY: Refinement Types for Valid Deep Learning Models.				
ICSE-2022-152	ReMoS: Reducing Defect Inheritance in Transfer Learning via Relevant Model Slicing.				
ICSE-2022-153	Repairing Brain-Computer Interfaces with Fault-Based Data Acquisition.				
ICSE-2022-154	Repairing Order-Dependent Flaky Tests via Test Generation.	https://github.com/UT-SE-Research/ODRepair	True	o	s
ICSE-2022-155	Retrieving Data Constraint Implementations Using Fine-Grained Code Patterns.	https://doi.org/10.5281/zenodo.5915650	True	i	r
ICSE-2022-156	RoPGen: Towards Robust Code Authorship Attribution via Automatic Coding Style Transformation.	https://github.com/RoPGen/RoPGen	True	i	t
ICSE-2022-157	Rotten Apples Spoil the Bunch: An Anatomy of Google Play Malware.	https://resess.github.io/artifacts/GooglePlayMalwareAnalysis	True	i	r
ICSE-2022-158	SAPIENTML: Synthesizing Machine Learning Pipelines by Learning from Human-Written Solutions.				
ICSE-2022-159	Search-based Diverse Sampling from Real-world Software Product Lines.	https://github.com/YiXiangScut/NSbS	True	o	f
ICSE-2022-160	Semantic Image Fuzzing of AI Perception Systems.	https://github.com/less-lab-uva/perception_fuzzing	True	o	f
ICSE-2022-161	ShellFusion: Answer Generation for Shell Programming Tasks via Knowledge Fusion.	https://github.com/nengz/ShellFusion	True	i	r
ICSE-2022-162	SnR: Constraint-Based Type Inference for Incomplete Java Code Snippets.	https://doi.org/10.5281/zenodo.5843327	True	i	t
ICSE-2022-163	Social Science Theories in Software Engineering Research.	https://doi.org/10.5281/zenodo.6036076	True	o	s
ICSE-2022-164	Static Inference Meets Deep learning: A Hybrid Type Inference Approach for Python.				
ICSE-2022-165	Static Stack-Preserving Intra-Procedural Slicing of WebAssembly Binaries.	https://github.com/acieroid/wassail/tree/icse2022	True	i	f
ICSE-2022-166	Striking a Balance: Pruning False-Positives from Static Call Graphs.	https://doi.org/10.5281/zenodo.5177161	False	o	r
ICSE-2022-167	SugarC: Scalable Desugaring of Real-World Preprocessor Usage into Pure C.	https://doi.org/10.5281/zenodo.5915048	True	i	r
ICSE-2022-168	SYMTUNER: Maximizing the Power of Symbolic Execution by Adaptively Tuning External Parameters.	https://github.com/skkusal/symtuner	True	i	f
ICSE-2022-169	Testing Time Limits in Screener Questions for Online Surveys with Programmers.				
ICSE-2022-170	The Art and Practice of Data Science Pipelines: A Comprehensive Study of Data Science Pipelines In Theory, In-The-Small, and In-The-Large.				
ICSE-2022-171	The Extent of Orphan Vulnerabilities from Code Reuse in Open Source Software.				
ICSE-2022-172	"This Is Damn Slick!" Estimating the Impact of Tweets on Open Source Project Popularity and New Contributors.	https://doi.org/10.5281/zenodo.6321448	True	i	t
ICSE-2022-173	TOGA: A Neural Method for Test Oracle Generation.	https://github.com/microsoft/toga	True	i	t
ICSE-2022-174	Towards Automatically Repairing Compatibility Issues in Published Android Apps.	https://zenodo.org/record/5430715	True	i	r
ICSE-2022-175	Towards Bidirectional Live Programming for Incomplete Programs.	https://github.com/xingzhang-pku/BidirectionalPreview	True	i	f
ICSE-2022-176	Towards Boosting Patch Execution On-the-Fly.				
ICSE-2022-177	Towards language-independent Brown Build Detection.	https://github.com/ubisoft/ubisoft-laforge-brownbuild	True	i	r
ICSE-2022-178	Towards Practical Robustness Analysis for DNNs based on PAC-Model Learning.	https://github.com/CAS-LRJ/DeepPAC	True	o	f
ICSE-2022-179	Towards Training Reproducible Deep Learning Models.	https://github.com/nemo9cby/ICSE2022Rep	True	i	r
ICSE-2022-180	Training Data Debugging for the Fairness of Machine Learning Software.	https://github.com/fairnesstest/LTDD	True	o	s
ICSE-2022-181	Trust Enhancement Issues in Program Repair.	https://doi.org/10.5281/zenodo.5908381	True	o	r
ICSE-2022-182	Type4Py: Practical Deep Similarity Learning-Based Type Inference for Python.	https://doi.org/10.5281/zenodo.5913787	True	i	f
ICSE-2022-183	Unleashing the Power of Compiler Intermediate Representation to Enhance Neural Program Embeddings.	https://sites.google.com/view/irgen	True	i	r
ICSE-2022-184	Use of Test Doubles in Android Testing: An In-Depth Investigation.	https://doi.org/10.5281/zenodo.6000372	True	i	r
ICSE-2022-185	Using Deep Learning to Generate Complete Log Statements.	https://github.com/antonio-mastropaolo/LANCE	True	i	r
ICSE-2022-186	Using Pre-Trained Models to Boost Code Review Automation.	https://github.com/RosaliaTufano/code_review_automation	True	i	r
ICSE-2022-187	Using Reinforcement Learning for Load Testing of Video Games.	https://github.com/RosaliaTufano/rlgameauthors	True	o	r
ICSE-2022-188	Utilizing Parallelism in Smart Contracts on Decentralized Blockchains by Taming Application-Inherent Conflicts.				
ICSE-2022-189	VarCLR: Variable Semantic Representation Pre-training via Contrastive Learning.	https://github.com/squaresLab/VarCLR	True	i	f
ICSE-2022-190	Verification of ORM-based Controllers by Summary Inference.	https://doi.org/10.6084/m9.figshare.19087814	True	o	r
ICSE-2022-191	V-SZZ: Automatic Identification of Version Ranges Affected by CVE Vulnerabilities.	https://github.com/baolingfeng/V-SZZ	True	o	s
ICSE-2022-192	VulCNN: An Image-inspired Scalable Vulnerability Detection System.	https://github.com/CGCL-codes/VulCNN	True	i	f
ICSE-2022-193	What Do They Capture? - A Structural Analysis of Pre-Trained Language Models for Source Code.	https://github.com/CGCL-codes/naturalcc	True	c	t
ICSE-2022-194	What Makes a Good Commit Message?				
ICSE-2022-195	What Makes Effective Leadership in Agile Software Development Teams?	https://doi.org/10.5281/zenodo.5816890	True	o	s
ICSE-2022-196	What the Fork? Finding Hidden Code Clones in npm.	https://osf.io/jfk3n/?view_only=6f930d1de870	True	i	t
ICSE-2022-197	Where is Your App Frustrating Users?	https://github.com/MeloFancy/SIRA	True	i	t
ICSE-2022-198	Windranger: A Directed Greybox Fuzzer driven by Deviation Basic Blocks.	https://sites.google.com/view/windranger-directed-fuzzing/	True	i	t
ASE-2017-3	Systematically testing background services of mobile apps.				
ASE-2017-4	Crowd intelligence enhances automated mobile testing.				
ASE-2017-5	EHBDroid: beyond GUI testing for Android applications.	https://github.com/wsong-nj/EHBDroid	True	i	f
ASE-2017-6	Sketch-guided GUI test generation for mobile applications.				
ASE-2017-7	Saying 'hi!' is not enough: mining inputs for effective test generation.	https://github.com/lucadt/testminer	True	o	r
ASE-2017-8	Learn&Fuzz: machine learning for input fuzzing.				
ASE-2017-9	The impact of continuous integration on other software development practices: a large-scale empirical study.				
ASE-2017-10	Perceived language complexity in GitHub issue discussions and their effect on issue resolution.	https://github.com/normative-team/normative	True	i	f
ASE-2017-11	Can automated pull requests encourage software developers to upgrade out-of-date dependencies?	https://github.com/alt-code/Research/	False	o	f
ASE-2017-12	Are developers aware of the architectural impact of their changes?	https://mhepaixao.github.io/architecture_awareness/	True	o	r
ASE-2017-13	SentiCR: a customized sentiment analysis tool for code review interactions.	https://github.com/senticr/SentiCR/	True	i	t
ASE-2017-14	Detecting fragile comments.	http://www.cs.mcgill.ca/∼swevo/Fraco	False	i	f
ASE-2017-15	Improving software text retrieval using conceptual knowledge in source code.				
ASE-2017-16	Automatically generating commit messages from diffs using neural machine translation.	https://sjiang1.github.io/commitgen	False	o	s
ASE-2017-17	Improving missing issue-commit link recovery using positive and unlabeled data.				
ASE-2017-18	APIBot: question answering bot for API documentation.				
ASE-2017-19	Automatic summarization of API reviews.				
ASE-2017-20	iCoq: regression proof selection for large-scale verification projects.	http://cozy.ece.utexas.edu/icoq	False	i	t
ASE-2017-21	More effective interpolations in software model checking.				
ASE-2017-22	Proof-based coverage metrics for formal verification.	https://github.com/elaghs/Working/	True	o	r
ASE-2017-23	Model checker execution reports.				
ASE-2017-24	Modular verification of interrupt-driven software.	https://github.com/sch8906/intAbs	True	o	r
ASE-2017-25	BProVe: a formal verification framework for business process models.	http://pros.unicam.it/tools/bprove	False	o	f
ASE-2017-26	Static detection of asymptotic resource side-channel vulnerabilities in web applications.				
ASE-2017-27	PAD: programming third-party web advertisement censorship.				
ASE-2017-28	All about activity injection: threats, semantics, and detection.	https://github.com/SunghoLee/AIDetector	True	o	f
ASE-2017-29	Detecting information flow by mutating input data.	https://github.com/anosubmission/mutaflow-data	True	c	s
ASE-2017-30	Automatically assessing crashes from heap overflows.				
ASE-2017-31	Learning to share: engineering adaptive decision-support for online social networks.				
ASE-2017-32	UI driven Android application reduction.				
ASE-2017-33	SimplyDroid: efficient event sequence simplification for Android application.	https://github.com/gongbell/SimplyDroid	True	i	f
ASE-2017-34	Automated cross-platform inconsistency detection for mobile apps.	http://www.cc.gatech.edu/~orso/software/diffdroid	True	i	t
ASE-2017-35	In-memory fuzzing for binary code similarity analysis.				
ASE-2017-36	DSIbin: identifying dynamic data structures in C/C++ binaries.	https://github.com/kdudka/predator	True	o	r
ASE-2017-37	Towards robust instruction-level trace alignment of binary code.				
ASE-2017-38	Testing intermediate representations for binary analysis.	https://github.com/SoftSec-KAIST/MeanDiff	True	i	r
ASE-2017-39	Comprehensive failure characterization.				
ASE-2017-40	TrEKer: tracing error propagation in operating system kernels.				
ASE-2017-41	RuntimeSearch: Ctrl+F for a running program.	https://github.com/sulir/runtimesearch	True	i	f
ASE-2017-42	Mining implicit design templates for actionable code reuse.	http://acf-framework.gitlab.io/	True	o	t
ASE-2017-43	Exploring regular expression comprehension.	https://github.com/wangpeipei90/RegexSmells	True	i	r
ASE-2017-44	Automatically assessing code understandability: how far are we?				
ASE-2017-45	Improved query reformulation for concept location using CodeRank and document structures.				
ASE-2017-46	Understanding feature requests by leveraging fuzzy method and linguistic analysis.	http://goo.gl/aWOvIX	False	i	t
ASE-2017-47	O2O service composition with social collaboration.	https://o2oservice.wixsite.com/o2o-service-sample	False	o	f
ASE-2017-48	Gremlin-ATL: a scalable model transformation framework.	https://github.com/atlanmod/Mogwai	True	o	f
ASE-2017-49	Diagnosing assumption problems in safety-critical products.				
ASE-2017-50	Software performance self-adaptation through efficient model predictive control.				
ASE-2017-51	Transfer learning for performance modeling of configurable systems: an exploratory analysis.	https://github.com/pooyanjamshidi/ase17	True	i	t
ASE-2017-52	A comprehensive study of real-world numerical bug characteristics.				
ASE-2017-53	A comprehensive study on real world concurrency bugs in Node.js.	http://www.tcse.cn/~wsdou/project/NodeCB	True	i	t
ASE-2017-54	Generating simpler AST edit scripts by considering copy-and-paste.	http://sdl.ist.osaka--u.ac.jp/~higo/ase2017/	False	o	f
ASE-2017-55	Renaming and shifted code in structured merging: looking ahead for precision and performance.	https://www.infosun.fim.uni-passau.de/se/papers/lookahead/	True	i	f
ASE-2017-56	Semantics-assisted code review: an efficient toolchain and a user study.				
ASE-2017-57	Detecting unknown inconsistencies in web applications.	http://ece.ubc.ca/∼frolino/projects/holocron/	False	o	f
ASE-2017-58	Why and how JavaScript developers use linters.	https://facebook.github.io/react	True	o	r
ASE-2017-59	Automatic testing of symbolic execution engines via program generation and differential testing.				
ASE-2017-60	Floating-point symbolic execution: a case study in n-version programming.	https://github.com/delcypher/symex-fp-bench;https://github.com/danielschemmel/fp-benchmarks-aachen;https://github.com/delcypher/fp-benchmarks-imperial;https://github.com/srg-imperial/klee-float;https://github.com/comsys/klee-float	False	i	r
ASE-2017-61	Rethinking pointer reasoning in symbolic execution.	https://github.com/season-lab/memsight	True	o	f
ASE-2017-62	Leveraging abstract interpretation for efficient dynamic symbolic execution.				
ASE-2017-63	Tortoise: interactive system configuration repair.	http://plasma.cs.umass.edu/tortoise	True	i	t
ASE-2017-64	Contract-based program repair without the contracts.	https://bitbucket.org/maxpei/jaid	True	i	t
ASE-2017-65	ELIXIR: effective object oriented program repair.	https://github.com/bugs-dot-jar/bugs-dot-jar	True	i	r
ASE-2017-66	Leveraging syntax-related code for automated program repair.	https://github.com/qixin5/ssFix	True	i	t
ASE-2017-67	Boosting complete-code tool for partial program.				
ASE-2017-68	A language model for statements of software code.	https://github.com/yangyixiaof/CodeCompletionPlugin	True	o	r
ASE-2017-69	Context-aware integrated development environment command recommender systems.	https://gitlab.inf.unibz.it/tural-gurbanov/ide_rs	True	o	t
ASE-2017-70	Predicting relevance of change recommendations.				
ASE-2017-71	AnswerBot: automated generation of answer summary to developersź technical questions.	http://bit.ly/2qBEUhi	False	o	f
ASE-2017-72	Recommending crowdsourced software developers in consideration of skill improvement.	https://github.com/crowdintelligence/LCTopcoder	False	o	f
ASE-2017-73	The rise of the (modelling) bots: towards assisted modelling via social networks.				
ASE-2017-74	UNDEAD: detecting and preventing deadlocks in production software.	https://github.com/UTSASRG/UnDead	True	c	t
ASE-2017-75	Promoting secondary orders of event pairs in randomized scheduling using a randomized stride.				
ASE-2017-76	Parallel bug-finding in concurrent programs via reduced interleaving instances.	http://users.ecs.soton.ac.uk/gp4/cseq/	True	o	f
ASE-2017-77	Understanding and overcoming parallelism bottlenecks in ForkJoin applications.	https://github.com/gustavopinto/fjdetector	True	i	f
ASE-2017-78	Quick verification of concurrent programs by iteratively relaxed scheduling.				
ASE-2017-79	Automatic loop-invariant generation and refinement through selective sampling.	https://github.com/lijiaying/zilu	False	i	r
ASE-2017-80	FiB: squeezing loop invariants by interpolation between Forward/Backward predicate transformers.	https://github.com/spencerxiao/ase2017-results-and-tools	True	o	r
ASE-2017-81	SymInfer: inferring program invariants using symbolic states.				
ASE-2017-82	Parsimony: an IDE for example-guided synthesis of lexers and parsers.	https://github.com/parsimony-ide/ase2017-extra	True	o	t
ASE-2017-83	Mining constraints for event-based monitoring in systems of systems.				
ASE-2017-84	Programming bots by synthesizing natural language expressions into API invocations.				
ASE-2017-85	Test suite parallelization in open-source projects: a study on its usage and impact.	https://jeandersonbc.github.io/testsuite-parallelization/	False	i	t
ASE-2017-86	Systematic reduction of GUI test sequences.				
ASE-2017-87	Automatically reducing tree-structured test inputs.	https://github.com/sherfert/GTR	True	i	f
ASE-2017-88	Synthetic data generation for statistical testing.				
FSE-2017-79	Model-driven software engineering in practice: privacy-enhanced filtering of network traffic.	https://github.com/NCSC-NL/PEF	False	i	f
FSE-2017-80	Strong agile metrics: mining log data to determine predictive power of software metrics for continuous delivery teams.				
ASE-2017-91	A demonstration of simultaneous execution and editing in a development environment.	https://sites.google.com/view/craftdroid/;https://github.com/StevenReiss/seede	True	i	r
FSE-2017-81	Screening heuristics for project gating systems.				
FSE-2017-82	Natural language querying in SAP-ERP platform.				
FSE-2017-83	Serverless computing: economic and architectural impact.				
FSE-2017-84	What do software engineers care about? gaps between research and practice.				
FSE-2017-85	Reference architectures and Scrum: friends or foes?				
FSE-2017-86	Guidelines for adopting frontend architectures and patterns in microservices-based systems.				
FSE-2017-87	Improving understanding of dynamically typed software developed by agile practitioners.	https://github.com/jairud-garcia/rails-model-extractor	True	o	f
FSE-2017-88	Automated identification of security issues from commit messages and bug reports.				
