title	paper_id	venue	issue	year	urls	doi	pages
How Developers Optimize Virtual Reality Applications: A Study of Optimization Commits in Open Source Unity Projects.	ICSE-2021-38	ICSE	2021	2021	https://doi.org/10.1109/ICSE43902.2021.00052	10.1109/ICSE43902.2021.00052	13
"Do this! Do that!, And nothing will happen" Do specifications lead to securely stored passwords?	ICSE-2021-39	ICSE	2021	2021	https://doi.org/10.1109/ICSE43902.2021.00053	10.1109/ICSE43902.2021.00053	13
Why Don't Developers Detect Improper Input Validation? '; DROP TABLE Papers; -.	ICSE-2021-40	ICSE	2021	2021	https://doi.org/10.1109/ICSE43902.2021.00054	10.1109/ICSE43902.2021.00054	13
The Mind Is a Powerful Place: How Showing Code Comprehensibility Metrics Influences Code Understanding.	ICSE-2021-41	ICSE	2021	2021	https://doi.org/10.1109/ICSE43902.2021.00055	10.1109/ICSE43902.2021.00055	12
Program Comprehension and Code Complexity Metrics: An fMRI Study.	ICSE-2021-42	ICSE	2021	2021	https://doi.org/10.1109/ICSE43902.2021.00056	10.1109/ICSE43902.2021.00056	13
Do you really code? Designing and Evaluating Screening Questions for Online Surveys with Programmers.	ICSE-2021-43	ICSE	2021	2021	https://doi.org/10.1109/ICSE43902.2021.00057	10.1109/ICSE43902.2021.00057	12
How Gamification Affects Software Developers: Cautionary Evidence from a Natural Experiment on GitHub.	ICSE-2021-44	ICSE	2021	2021	https://doi.org/10.1109/ICSE43902.2021.00058	10.1109/ICSE43902.2021.00058	13
IdBench: Evaluating Semantic Representations of Identifier Names in Source Code.	ICSE-2021-45	ICSE	2021	2021	https://doi.org/10.1109/ICSE43902.2021.00059	10.1109/ICSE43902.2021.00059	12
A Context-based Automated Approach for Method Name Consistency Checking and Suggestion.	ICSE-2021-46	ICSE	2021	2021	https://doi.org/10.1109/ICSE43902.2021.00060	10.1109/ICSE43902.2021.00060	13
On the Naming of Methods: A Survey of Professional Developers.	ICSE-2021-47	ICSE	2021	2021	https://doi.org/10.1109/ICSE43902.2021.00061	10.1109/ICSE43902.2021.00061	13
Relating Reading, Visualization, and Coding for New Programmers: A Neuroimaging Study.	ICSE-2021-48	ICSE	2021	2021	https://doi.org/10.1109/ICSE43902.2021.00062	10.1109/ICSE43902.2021.00062	13
A Case Study of Onboarding in Software Teams: Tasks and Strategies.	ICSE-2021-49	ICSE	2021	2021	https://doi.org/10.1109/ICSE43902.2021.00063	10.1109/ICSE43902.2021.00063	11
"How Was Your Weekend?" Software Development Teams Working From Home During COVID-19.	ICSE-2021-50	ICSE	2021	2021	https://doi.org/10.1109/ICSE43902.2021.00064	10.1109/ICSE43902.2021.00064	13
FLACK: Counterexample-Guided Fault Localization for Alloy Models.	ICSE-2021-51	ICSE	2021	2021	https://doi.org/10.1109/ICSE43902.2021.00065	10.1109/ICSE43902.2021.00065	12
Improving Fault Localization by Integrating Value and Predicate Based Causal Inference Techniques.	ICSE-2021-52	ICSE	2021	2021	https://doi.org/10.1109/ICSE43902.2021.00066	10.1109/ICSE43902.2021.00066	12
Fault Localization with Code Coverage Representation Learning.	ICSE-2021-53	ICSE	2021	2021	https://doi.org/10.1109/ICSE43902.2021.00067	10.1109/ICSE43902.2021.00067	13
An Empirical Study on Deployment Faults of Deep Learning Based Mobile Applications.	ICSE-2021-54	ICSE	2021	2021	https://doi.org/10.1109/ICSE43902.2021.00068	10.1109/ICSE43902.2021.00068	12
Extracting Concise Bug-Fixing Patches from Human-Written Patches in Version Control Systems.	ICSE-2021-55	ICSE	2021	2021	https://doi.org/10.1109/ICSE43902.2021.00069	10.1109/ICSE43902.2021.00069	13
Input Algebras.	ICSE-2021-56	ICSE	2021	2021	https://doi.org/10.1109/ICSE43902.2021.00070	10.1109/ICSE43902.2021.00070	12
Fuzzing Symbolic Expressions.	ICSE-2021-57	ICSE	2021	2021	https://doi.org/10.1109/ICSE43902.2021.00071	10.1109/ICSE43902.2021.00071	12
Growing A Test Corpus with Bonsai Fuzzing.	ICSE-2021-58	ICSE	2021	2021	https://doi.org/10.1109/ICSE43902.2021.00072	10.1109/ICSE43902.2021.00072	13
We'll Fix It in Post: What Do Bug Fixes in Video Game Update Notes Tell Us?	ICSE-2021-59	ICSE	2021	2021	https://doi.org/10.1109/ICSE43902.2021.00073	10.1109/ICSE43902.2021.00073	12
GUIGAN: Learning to Generate GUI Designs Using Generative Adversarial Networks.	ICSE-2021-60	ICSE	2021	2021	https://doi.org/10.1109/ICSE43902.2021.00074	10.1109/ICSE43902.2021.00074	13
Don't Do That! Hunting Down Visual Design Smells in Complex UIs against Design Guidelines.	ICSE-2021-61	ICSE	2021	2021	https://doi.org/10.1109/ICSE43902.2021.00075	10.1109/ICSE43902.2021.00075	12
Same File, Different Changes: The Potential of Meta-Maintenance on GitHub.	ICSE-2021-62	ICSE	2021	2021	https://doi.org/10.1109/ICSE43902.2021.00076	10.1109/ICSE43902.2021.00076	12
Can Program Synthesis be Used to Learn Merge Conflict Resolutions? An Empirical Analysis.	ICSE-2021-63	ICSE	2021	2021	https://doi.org/10.1109/ICSE43902.2021.00077	10.1109/ICSE43902.2021.00077	12
Abacus: Precise Side-Channel Analysis.	ICSE-2021-64	ICSE	2021	2021	https://doi.org/10.1109/ICSE43902.2021.00078	10.1109/ICSE43902.2021.00078	13
Data-Driven Synthesis of Provably Sound Side Channel Analyses.	ICSE-2021-65	ICSE	2021	2021	https://doi.org/10.1109/ICSE43902.2021.00079	10.1109/ICSE43902.2021.00079	13
IMGDroid: Detecting Image Loading Defects in Android Applications.	ICSE-2021-66	ICSE	2021	2021	https://doi.org/10.1109/ICSE43902.2021.00080	10.1109/ICSE43902.2021.00080	12
Fast Parametric Model Checking through Model Fragmentation.	ICSE-2021-67	ICSE	2021	2021	https://doi.org/10.1109/ICSE43902.2021.00081	10.1109/ICSE43902.2021.00081	12
Trace-Checking CPS Properties: Bridging the Cyber-Physical Gap.	ICSE-2021-68	ICSE	2021	2021	https://doi.org/10.1109/ICSE43902.2021.00082	10.1109/ICSE43902.2021.00082	13
Centris: A Precise and Scalable Approach for Identifying Modified Open-Source Software Reuse.	ICSE-2021-69	ICSE	2021	2021	https://doi.org/10.1109/ICSE43902.2021.00083	10.1109/ICSE43902.2021.00083	13
Interpretation-enabled Software Reuse Detection Based on a Multi-Level Birthmark Model.	ICSE-2021-70	ICSE	2021	2021	https://doi.org/10.1109/ICSE43902.2021.00084	10.1109/ICSE43902.2021.00084	12
Fast Outage Analysis of Large-scale Production Clouds with Service Correlation Mining.	ICSE-2021-71	ICSE	2021	2021	https://doi.org/10.1109/ICSE43902.2021.00085	10.1109/ICSE43902.2021.00085	12
MuDelta: Delta-Oriented Mutation Testing at Commit Time.	ICSE-2021-72	ICSE	2021	2021	https://doi.org/10.1109/ICSE43902.2021.00086	10.1109/ICSE43902.2021.00086	13
Does mutation testing improve testing practices?	ICSE-2021-73	ICSE	2021	2021	https://doi.org/10.1109/ICSE43902.2021.00087	10.1109/ICSE43902.2021.00087	12
Identifying Key Features from App User Reviews.	ICSE-2021-74	ICSE	2021	2021	https://doi.org/10.1109/ICSE43902.2021.00088	10.1109/ICSE43902.2021.00088	11
CHAMP: Characterizing Undesired App Behaviors from User Comments based on Market Policies.	ICSE-2021-75	ICSE	2021	2021	https://doi.org/10.1109/ICSE43902.2021.00089	10.1109/ICSE43902.2021.00089	13
Prioritize Crowdsourced Test Reports via Deep Screenshot Understanding.	ICSE-2021-76	ICSE	2021	2021	https://doi.org/10.1109/ICSE43902.2021.00090	10.1109/ICSE43902.2021.00090	11
It Takes Two to TANGO: Combining Visual and Textual Information for Detecting Duplicate Video-Based Bug Reports.	ICSE-2021-77	ICSE	2021	2021	https://doi.org/10.1109/ICSE43902.2021.00091	10.1109/ICSE43902.2021.00091	13
Automatically Matching Bug Reports With Related App Reviews.	ICSE-2021-78	ICSE	2021	2021	https://doi.org/10.1109/ICSE43902.2021.00092	10.1109/ICSE43902.2021.00092	12
What Makes a Great Maintainer of Open Source Projects?	ICSE-2021-79	ICSE	2021	2021	https://doi.org/10.1109/ICSE43902.2021.00093	10.1109/ICSE43902.2021.00093	13
Representation of Developer Expertise in Open Source Software.	ICSE-2021-80	ICSE	2021	2021	https://doi.org/10.1109/ICSE43902.2021.00094	10.1109/ICSE43902.2021.00094	13
Extracting Rationale for Open Source Software Development Decisions - A Study of Python Email Archives.	ICSE-2021-81	ICSE	2021	2021	https://doi.org/10.1109/ICSE43902.2021.00095	10.1109/ICSE43902.2021.00095	12
Leaving My Fingerprints: Motivations and Challenges of Contributing to OSS for Social Good.	ICSE-2021-82	ICSE	2021	2021	https://doi.org/10.1109/ICSE43902.2021.00096	10.1109/ICSE43902.2021.00096	13
Onboarding vs. Diversity, Productivity, and Quality - Empirical Study of the OpenStack Ecosystem.	ICSE-2021-83	ICSE	2021	2021	https://doi.org/10.1109/ICSE43902.2021.00097	10.1109/ICSE43902.2021.00097	13
The Shifting Sands of Motivation: Revisiting What Drives Contributors in Open Source.	ICSE-2021-84	ICSE	2021	2021	https://doi.org/10.1109/ICSE43902.2021.00098	10.1109/ICSE43902.2021.00098	13
White-Box Performance-Influence Models: A Profiling and Learning Approach.	ICSE-2021-85	ICSE	2021	2021	https://doi.org/10.1109/ICSE43902.2021.00099	10.1109/ICSE43902.2021.00099	13
White-Box Analysis over Machine Learning: Modeling Performance of Configurable Systems.	ICSE-2021-86	ICSE	2021	2021	https://doi.org/10.1109/ICSE43902.2021.00100	10.1109/ICSE43902.2021.00100	13
An Empirical Assessment of Global COVID-19 Contact Tracing Applications.	ICSE-2021-87	ICSE	2021	2021	https://doi.org/10.1109/ICSE43902.2021.00101	10.1109/ICSE43902.2021.00101	13
Sustainable Solving: Reducing The Memory Footprint of IFDS-Based Data Flow Analyses Using Intelligent Garbage Collection.	ICSE-2021-88	ICSE	2021	2021	https://doi.org/10.1109/ICSE43902.2021.00102	10.1109/ICSE43902.2021.00102	13
Synthesizing Object State Transformers for Dynamic Software Updates.	ICSE-2021-89	ICSE	2021	2021	https://doi.org/10.1109/ICSE43902.2021.00103	10.1109/ICSE43902.2021.00103	12
Fast and Precise On-the-fly Patch Validation for All.	ICSE-2021-90	ICSE	2021	2021	https://doi.org/10.1109/ICSE43902.2021.00104	10.1109/ICSE43902.2021.00104	12
Bounded Exhaustive Search of Alloy Specification Repairs.	ICSE-2021-91	ICSE	2021	2021	https://doi.org/10.1109/ICSE43902.2021.00105	10.1109/ICSE43902.2021.00105	13
Shipwright: A Human-in-the-Loop System for Dockerfile Repair.	ICSE-2021-92	ICSE	2021	2021	https://doi.org/10.1109/ICSE43902.2021.00106	10.1109/ICSE43902.2021.00106	13
CURE: Code-Aware Neural Machine Translation for Automatic Program Repair.	ICSE-2021-93	ICSE	2021	2021	https://doi.org/10.1109/ICSE43902.2021.00107	10.1109/ICSE43902.2021.00107	13
A Differential Testing Approach for Evaluating Abstract Syntax Tree Mapping Algorithms.	ICSE-2021-94	ICSE	2021	2021	https://doi.org/10.1109/ICSE43902.2021.00108	10.1109/ICSE43902.2021.00108	12
InferCode: Self-Supervised Learning of Code Representations by Predicting Subtrees.	ICSE-2021-95	ICSE	2021	2021	https://doi.org/10.1109/ICSE43902.2021.00109	10.1109/ICSE43902.2021.00109	12
Efficient Compiler Autotuning via Bayesian Optimization.	ICSE-2021-96	ICSE	2021	2021	https://doi.org/10.1109/ICSE43902.2021.00110	10.1109/ICSE43902.2021.00110	12
TRANSREGEX: Multi-modal Regular Expression Synthesis by Generate-and-Repair.	ICSE-2021-97	ICSE	2021	2021	https://doi.org/10.1109/ICSE43902.2021.00111	10.1109/ICSE43902.2021.00111	13
EvoSpex: An Evolutionary Algorithm for Learning Postconditions.	ICSE-2021-98	ICSE	2021	2021	https://doi.org/10.1109/ICSE43902.2021.00112	10.1109/ICSE43902.2021.00112	13
Interface Compliance of Inline Assembly: Automatically Check, Patch and Refine.	ICSE-2021-99	ICSE	2021	2021	https://doi.org/10.1109/ICSE43902.2021.00113	10.1109/ICSE43902.2021.00113	12
Enabling Software Resilience in GPGPU Applications via Partial Thread Protection.	ICSE-2021-100	ICSE	2021	2021	https://doi.org/10.1109/ICSE43902.2021.00114	10.1109/ICSE43902.2021.00114	12
Automatic Extraction of Opinion-based Q&A from Online Developer Chats.	ICSE-2021-101	ICSE	2021	2021	https://doi.org/10.1109/ICSE43902.2021.00115	10.1109/ICSE43902.2021.00115	13
Automated Query Reformulation for Efficient Search based on Query Logs From Stack Overflow.	ICSE-2021-102	ICSE	2021	2021	https://doi.org/10.1109/ICSE43902.2021.00116	10.1109/ICSE43902.2021.00116	13
Automatic Solution Summarization for Crash Bugs.	ICSE-2021-103	ICSE	2021	2021	https://doi.org/10.1109/ICSE43902.2021.00117	10.1109/ICSE43902.2021.00117	12
Supporting Quality Assurance with Automated Process-Centric Quality Constraints Checking.	ICSE-2021-104	ICSE	2021	2021	https://doi.org/10.1109/ICSE43902.2021.00118	10.1109/ICSE43902.2021.00118	13
Understanding Bounding Functions in Safety-Critical UAV Software.	ICSE-2021-105	ICSE	2021	2021	https://doi.org/10.1109/ICSE43902.2021.00119	10.1109/ICSE43902.2021.00119	12
Enhancing Genetic Improvement of Software with Regression Test Selection.	ICSE-2021-106	ICSE	2021	2021	https://doi.org/10.1109/ICSE43902.2021.00120	10.1109/ICSE43902.2021.00120	11
Containing Malicious Package Updates in npm with a Lightweight Permission System.	ICSE-2021-107	ICSE	2021	2021	https://doi.org/10.1109/ICSE43902.2021.00121	10.1109/ICSE43902.2021.00121	13
Too Quiet in the Library: An Empirical Study of Security Updates in Android Apps' Native Code.	ICSE-2021-108	ICSE	2021	2021	https://doi.org/10.1109/ICSE43902.2021.00122	10.1109/ICSE43902.2021.00122	13
If It's Not Secure, It Should Not Compile: Preventing DOM-Based XSS in Large-Scale Web Development with API Hardening.	ICSE-2021-109	ICSE	2021	2021	https://doi.org/10.1109/ICSE43902.2021.00123	10.1109/ICSE43902.2021.00123	13
Why Security Defects Go Unnoticed during Code Reviews? A Case-Control Study of the Chromium OS Project.	ICSE-2021-110	ICSE	2021	2021	https://doi.org/10.1109/ICSE43902.2021.00124	10.1109/ICSE43902.2021.00124	13
Technical Leverage in a Software Ecosystem: Development Opportunities and Security Risks.	ICSE-2021-111	ICSE	2021	2021	https://doi.org/10.1109/ICSE43902.2021.00125	10.1109/ICSE43902.2021.00125	12
RAICC: Revealing Atypical Inter-Component Communication in Android Apps.	ICSE-2021-112	ICSE	2021	2021	https://doi.org/10.1109/ICSE43902.2021.00126	10.1109/ICSE43902.2021.00126	12
Smart Contract Security: a Practitioners' Perspective.	ICSE-2021-113	ICSE	2021	2021	https://doi.org/10.1109/ICSE43902.2021.00127	10.1109/ICSE43902.2021.00127	13
AID: An automated detector for gender-inclusivity bugs in OSS project pages.	ICSE-2021-114	ICSE	2021	2021	https://doi.org/10.1109/ICSE43902.2021.00128	10.1109/ICSE43902.2021.00128	13
"Ignorance and Prejudice" in Software Fairness.	ICSE-2021-115	ICSE	2021	2021	https://doi.org/10.1109/ICSE43902.2021.00129	10.1109/ICSE43902.2021.00129	12
Semi-supervised Log-based Anomaly Detection via Probabilistic Label Estimation.	ICSE-2021-116	ICSE	2021	2021	https://doi.org/10.1109/ICSE43902.2021.00130	10.1109/ICSE43902.2021.00130	13
DeepLV: Suggesting Log Levels Using Ordinal Based Neural Networks.	ICSE-2021-117	ICSE	2021	2021	https://doi.org/10.1109/ICSE43902.2021.00131	10.1109/ICSE43902.2021.00131	12
How to Identify Boundary Conditions with Contrasty Metric?	ICSE-2021-118	ICSE	2021	2021	https://doi.org/10.1109/ICSE43902.2021.00132	10.1109/ICSE43902.2021.00132	12
Using Domain-specific Corpora for Improved Handling of Ambiguity in Requirements.	ICSE-2021-119	ICSE	2021	2021	https://doi.org/10.1109/ICSE43902.2021.00133	10.1109/ICSE43902.2021.00133	13
On Indirectly Dependent Documentation in the Context of Code Evolution: A Study.	ICSE-2021-120	ICSE	2021	2021	https://doi.org/10.1109/ICSE43902.2021.00134	10.1109/ICSE43902.2021.00134	12
CodeShovel: Constructing Method-Level Source Code Histories.	ICSE-2021-121	ICSE	2021	2021	https://doi.org/10.1109/ICSE43902.2021.00135	10.1109/ICSE43902.2021.00135	13
Evaluating Unit Testing Practices in R Packages.	ICSE-2021-122	ICSE	2021	2021	https://doi.org/10.1109/ICSE43902.2021.00136	10.1109/ICSE43902.2021.00136	12
Data-Oriented Differential Testing of Object-Relational Mapping Systems.	ICSE-2021-123	ICSE	2021	2021	https://doi.org/10.1109/ICSE43902.2021.00137	10.1109/ICSE43902.2021.00137	13
Automatic Unit Test Generation for Machine Learning Libraries: How Far Are We?	ICSE-2021-124	ICSE	2021	2021	https://doi.org/10.1109/ICSE43902.2021.00138	10.1109/ICSE43902.2021.00138	13
Layout and Image Recognition Driving Cross-Platform Automated Mobile Testing.	ICSE-2021-125	ICSE	2021	2021	https://doi.org/10.1109/ICSE43902.2021.00139	10.1109/ICSE43902.2021.00139	11
FlakeFlagger: Predicting Flakiness Without Rerunning Tests.	ICSE-2021-126	ICSE	2021	2021	https://doi.org/10.1109/ICSE43902.2021.00140	10.1109/ICSE43902.2021.00140	13
An Empirical Analysis of UI-based Flaky Tests.	ICSE-2021-127	ICSE	2021	2021	https://doi.org/10.1109/ICSE43902.2021.00141	10.1109/ICSE43902.2021.00141	13
GenTree: Using Decision Trees to Learn Interactions for Configurable Software.	ICSE-2021-128	ICSE	2021	2021	https://doi.org/10.1109/ICSE43902.2021.00142	10.1109/ICSE43902.2021.00142	12
Semantic Web Accessibility Testing via Hierarchical Visual Analysis.	ICSE-2021-129	ICSE	2021	2021	https://doi.org/10.1109/ICSE43902.2021.00143	10.1109/ICSE43902.2021.00143	12
Restoring Execution Environments of Jupyter Notebooks.	ICSE-2021-130	ICSE	2021	2021	https://doi.org/10.1109/ICSE43902.2021.00144	10.1109/ICSE43902.2021.00144	12
PyART: Python API Recommendation in Real-Time.	ICSE-2021-131	ICSE	2021	2021	https://doi.org/10.1109/ICSE43902.2021.00145	10.1109/ICSE43902.2021.00145	12
PyCG: Practical Call Graph Generation in Python.	ICSE-2021-132	ICSE	2021	2021	https://doi.org/10.1109/ICSE43902.2021.00146	10.1109/ICSE43902.2021.00146	12
Seamless Variability Management With the Virtual Platform.	ICSE-2021-133	ICSE	2021	2021	https://doi.org/10.1109/ICSE43902.2021.00147	10.1109/ICSE43902.2021.00147	13
Fine with "1234"? An Analysis of SMS One-Time Password Randomness in Android Apps.	ICSE-2021-134	ICSE	2021	2021	https://doi.org/10.1109/ICSE43902.2021.00148	10.1109/ICSE43902.2021.00148	12
App's Auto-Login Function Security Testing via Android OS-Level Virtualization.	ICSE-2021-135	ICSE	2021	2021	https://doi.org/10.1109/ICSE43902.2021.00149	10.1109/ICSE43902.2021.00149	12
ATVHUNTER: Reliable Version Detection of Third-Party Libraries for Vulnerability Identification in Android Applications.	ICSE-2021-136	ICSE	2021	2021	https://doi.org/10.1109/ICSE43902.2021.00150	10.1109/ICSE43902.2021.00150	13
JUSTGen: Effective Test Generation for Unspecified JNI Behaviors on JVMs.	ICSE-2021-137	ICSE	2021	2021	https://doi.org/10.1109/ICSE43902.2021.00151	10.1109/ICSE43902.2021.00151	11
Diversity-Driven Automated Formal Verification.	ICSE-2022-2	ICSE	2022	2022	https://doi.org/10.1145/3510003.3510138	10.1145/3510003.3510138	13
$\mu AFL$: Non-intrusive Feedback-driven Fuzzing for Microcontroller Firmware.	ICSE-2022-3	ICSE	2022	2022	https://doi.org/10.1145/3510003.3510208	10.1145/3510003.3510208	12
SPT-Code: Sequence-to-Sequence Pre-Training for Learning Source Code Representations.	ICSE-2022-4	ICSE	2022	2022	https://doi.org/10.1145/3510003.3510096	10.1145/3510003.3510096	13
A Grounded Theory Based Approach to Characterize Software Attack Surfaces.	ICSE-2022-5	ICSE	2022	2022	https://doi.org/10.1145/3510003.3510210	10.1145/3510003.3510210	12
A Grounded Theory of Coordination in Remote-First and Hybrid Software Teams.	ICSE-2022-6	ICSE	2022	2022	https://doi.org/10.1145/3510003.3510105	10.1145/3510003.3510105	11
A Scalable t-wise Coverage Estimator.	ICSE-2022-7	ICSE	2022	2022	https://doi.org/10.1145/3510003.3510218	10.1145/3510003.3510218	12
A Universal Data Augmentation Approach for Fault Localization.	ICSE-2022-8	ICSE	2022	2022	https://doi.org/10.1145/3510003.3510136	10.1145/3510003.3510136	13
Adaptive Performance Anomaly Detection for Online Service Systems via Pattern Sketching.	ICSE-2022-9	ICSE	2022	2022	https://doi.org/10.1145/3510003.3510085	10.1145/3510003.3510085	12
Adaptive Test Selection for Deep Neural Networks.	ICSE-2022-10	ICSE	2022	2022	https://doi.org/10.1145/3510003.3510232;https://ieeexplore.ieee.org/document/9793868	10.1145/3510003.3510232	13
An Exploratory Study of Deep learning Supply Chain.	ICSE-2022-11	ICSE	2022	2022	https://doi.org/10.1145/3510003.3510199;https://ieeexplore.ieee.org/document/9793893	10.1145/3510003.3510199	13
An Exploratory Study of Productivity Perceptions in Software Teams.	ICSE-2022-12	ICSE	2022	2022	https://doi.org/10.1145/3510003.3510081;https://ieeexplore.ieee.org/document/9793555	10.1145/3510003.3510081	13
Analyzing User Perspectives on Mobile App Privacy at Scale.	ICSE-2022-13	ICSE	2022	2022	https://doi.org/10.1145/3510003.3510079	10.1145/3510003.3510079	13
APER: Evolution-Aware Runtime Permission Misuse Detection for Android Apps.	ICSE-2022-14	ICSE	2022	2022	https://doi.org/10.1145/3510003.3510074	10.1145/3510003.3510074	13
ARCLIN: Automated API Mention Resolution for Unformatted Texts.	ICSE-2022-15	ICSE	2022	2022	https://doi.org/10.1145/3510003.3510158;https://ieeexplore.ieee.org/document/9793898	10.1145/3510003.3510158	12
AST-Trans: Code Summarization with Efficient Tree-Structured Attention.	ICSE-2022-16	ICSE	2022	2022	https://doi.org/10.1145/3510003.3510224	10.1145/3510003.3510224	13
Automated Assertion Generation via Information Retrieval and Its Integration with Deep learning.	ICSE-2022-17	ICSE	2022	2022	https://doi.org/10.1145/3510003.3510149;https://ieeexplore.ieee.org/document/9793891	10.1145/3510003.3510149	12
Automated Detection of Password Leakage from Public GitHub Repositories.	ICSE-2022-18	ICSE	2022	2022	https://doi.org/10.1145/3510003.3510150	10.1145/3510003.3510150	12
Automated Handling of Anaphoric Ambiguity in Requirements: A Multi-solution Study.	ICSE-2022-19	ICSE	2022	2022	https://doi.org/10.1145/3510003.3510157	10.1145/3510003.3510157	13
Automated Patching for Unreproducible Builds.	ICSE-2022-20	ICSE	2022	2022	https://doi.org/10.1145/3510003.3510102;https://ieeexplore.ieee.org/document/9793866	10.1145/3510003.3510102	12
Automated Testing of Software that Uses Machine Learning APIs.	ICSE-2022-21	ICSE	2022	2022	https://doi.org/10.1145/3510003.3510068	10.1145/3510003.3510068	13
Automatic Detection of Performance Bugs in Database Systems using Equivalent Queries.	ICSE-2022-22	ICSE	2022	2022	https://doi.org/10.1145/3510003.3510093	10.1145/3510003.3510093	12
AutoTransform: Automated Code Transformation to Support Modern Code Review Process.	ICSE-2022-23	ICSE	2022	2022	https://doi.org/10.1145/3510003.3510067	10.1145/3510003.3510067	12
BEDIVFUZZ: Integrating Behavioral Diversity into Generator-based Fuzzing.	ICSE-2022-24	ICSE	2022	2022	https://doi.org/10.1145/3510003.3510182	10.1145/3510003.3510182	13
Big Data = Big Insights? Operationalising Brooks' Law in a Massive GitHub Data Set.	ICSE-2022-25	ICSE	2022	2022	https://doi.org/10.1145/3510003.3510619	10.1145/3510003.3510619	12
Bots for Pull Requests: The Good, the Bad, and the Promising.	ICSE-2022-26	ICSE	2022	2022	https://doi.org/10.1145/3510003.3512765;https://ieeexplore.ieee.org/document/9793907	10.1145/3510003.3512765	13
Bridging Pre-trained Models and Downstream Tasks for Source Code Understanding.	ICSE-2022-27	ICSE	2022	2022	https://doi.org/10.1145/3510003.3510062	10.1145/3510003.3510062	12
BugListener: Identifying and Synthesizing Bug Reports from Collaborative Live Chats.	ICSE-2022-28	ICSE	2022	2022	https://doi.org/10.1145/3510003.3510108;https://ieeexplore.ieee.org/document/9793897	10.1145/3510003.3510108	13
Buildsheriff: Change-Aware Test Failure Triage for Continuous Integration Builds.	ICSE-2022-29	ICSE	2022	2022	https://doi.org/10.1145/3510003.3510132;https://ieeexplore.ieee.org/document/9793896	10.1145/3510003.3510132	13
Causality in Configurable Software Systems.	ICSE-2022-30	ICSE	2022	2022	https://doi.org/10.1145/3510003.3510200	10.1145/3510003.3510200	13
Causality-Based Neural Network Repair.	ICSE-2022-31	ICSE	2022	2022	https://doi.org/10.1145/3510003.3510080	10.1145/3510003.3510080	12
Change Is the Only Constant: Dynamic Updates for Workflows.	ICSE-2022-32	ICSE	2022	2022	https://doi.org/10.1145/3510003.3510065;https://ieeexplore.ieee.org/document/9793884	10.1145/3510003.3510065	13
Characterizing and Detecting Bugs in WeChat Mini-Programs.	ICSE-2022-33	ICSE	2022	2022	https://doi.org/10.1145/3510003.3510114	10.1145/3510003.3510114	13
CLEAR: Contrastive Learning for API Recommendation.	ICSE-2022-34	ICSE	2022	2022	https://doi.org/10.1145/3510003.3510159	10.1145/3510003.3510159	12
Code Search based on Context-aware Code Translation.	ICSE-2022-35	ICSE	2022	2022	https://doi.org/10.1145/3510003.3510140	10.1145/3510003.3510140	13
CodeFill: Multi-token Code Completion by Jointly learning from Structure and Naming Sequences.	ICSE-2022-36	ICSE	2022	2022	https://doi.org/10.1145/3510003.3510172	10.1145/3510003.3510172	12
Collaboration Challenges in Building ML-Enabled Systems: Communication, Documentation, Engineering, and Process.	ICSE-2022-37	ICSE	2022	2022	https://doi.org/10.1145/3510003.3510209	10.1145/3510003.3510209	13
Combinatorial Testing of RESTful APIs.	ICSE-2022-38	ICSE	2022	2022	https://doi.org/10.1145/3510003.3510151	10.1145/3510003.3510151	12
CONFETTI: Amplifying Concolic Guidance for Fuzzers.	ICSE-2022-39	ICSE	2022	2022	https://doi.org/10.1145/3510003.3510628	10.1145/3510003.3510628	13
Conflict-aware Inference of Python Compatible Runtime Environments with Domain Knowledge Graph.	ICSE-2022-40	ICSE	2022	2022	https://doi.org/10.1145/3510003.3510078	10.1145/3510003.3510078	11
Control Parameters Considered Harmful: Detecting Range Specification Bugs in Drone Configuration Modules via Learning-Guided Search.	ICSE-2022-41	ICSE	2022	2022	https://doi.org/10.1145/3510003.3510084	10.1145/3510003.3510084	12
Controlled Concurrency Testing via Periodical Scheduling.	ICSE-2022-42	ICSE	2022	2022	https://doi.org/10.1145/3510003.3510178;https://ieeexplore.ieee.org/document/9793865	10.1145/3510003.3510178	13
Cross-Domain Deep Code Search with Meta Learning.	ICSE-2022-43	ICSE	2022	2022	https://doi.org/10.1145/3510003.3510125	10.1145/3510003.3510125	12
Data-Driven Loop Bound Learning for Termination Analysis.	ICSE-2022-44	ICSE	2022	2022	https://doi.org/10.1145/3510003.3510220	10.1145/3510003.3510220	12
DEAR: A Novel Deep Learning-based Approach for Automated Program Repair.	ICSE-2022-45	ICSE	2022	2022	https://doi.org/10.1145/3510003.3510177;https://ieeexplore.ieee.org/document/9793900	10.1145/3510003.3510177	13
Decomposing Convolutional Neural Networks into Reusable and Replaceable Modules.	ICSE-2022-46	ICSE	2022	2022	https://doi.org/10.1145/3510003.3510051;https://ieeexplore.ieee.org/document/9793875	10.1145/3510003.3510051	12
Decomposing Software Verification into Off-the-Shelf Components: An Application to CEGAR.	ICSE-2022-47	ICSE	2022	2022	https://doi.org/10.1145/3510003.3510064;https://ieeexplore.ieee.org/document/9793863	10.1145/3510003.3510064	13
DeepAnalyze: Learning to Localize Crashes at Scale.	ICSE-2022-48	ICSE	2022	2022	https://doi.org/10.1145/3510003.3512759	10.1145/3510003.3512759	12
